canonical_name,long_tail,wiki_status,recommendation,n_guest_quotes,n_staff_quotes,guest_strong,guest_medium,staff_strong,staff_medium,staff_weak,guest_score,staff_score,flag_public_radio,flag_other_network,exclusion_trigger_label,exclusion_marker,summary_filter_verdict,top_guest_quote,top_guest_source,top_staff_quote,top_staff_source,subst_dedup,n_dates_dedup,span_days_dedup,npr_share,n_programs,first_date,last_date,transcript_ids
Jane Mayer,0,has-page,AMBIGUOUS,48,2,45,3,2,0,0,18,6,0,0,"JANE MAYER, ""NEW YORKER"" MAGAZINE STAFF REPORTER",REPORTER,no,"JANE MAYER, ""THE NEW YORKER""",label:CNN-334522;CNN-363677,"Earlier, the writer Jane Mayer spoke with our Anderson Cooper.",utterance[WATT]:CNN-363668,8,8,4772,0.5,10,2006-06-29,2019-07-23,CNN-128648;CNN-305656;CNN-324601;CNN-334522;CNN-33478;CNN-350764;CNN-363668;CNN-363677;NPR-10604;NPR-1979;NPR-2653;NPR-29070;NPR-4592;NPR-47832;NPR-48829;NPR-9621
David French,0,has-page,AMBIGUOUS,42,1,39,3,1,0,0,18,3,0,0,"DAVID FRENCH, CNN ANCHOR",ANCHOR,no,"DAVID FRENCH, WRITER, NATIONAL REVIEW",label:CNN-285592;CNN-286066;CNN-304252,"DAVID FRENCH, CNN ANCHOR",label:CNN-674;CNN-1357;CNN-3461,6,6,597,0.28,15,2017-01-29,2018-09-18,CNN-214510;CNN-257915;CNN-259247;CNN-285592;CNN-286066;CNN-286328;CNN-296869;CNN-297991;CNN-304239;CNN-304252;CNN-305916;CNN-319157;CNN-319158;CNN-332917;CNN-339221;CNN-343709;CNN-347444;CNN-349502;CNN-364651;CNN-387944;CNN-8960;NPR-11343;NPR-13677;NPR-14769;NPR-25071
Josh Rogers,0,has-page,AMBIGUOUS,8,4,5,3,1,3,0,18,9,0,0,"JOSH ROGERS, BYLINE",BYLINE,review,"Ken Rudin, Political Junkie columnist, NPR Josh Rogers, reporter, NHPR Linda Fowler, professor, Dartmouth College Rep.",summary:NPR-472,"JOSH ROGERS, BYLINE",label:NPR-12587,6,6,2444,0.82,6,2008-08-08,2015-04-18,CNN-88486;CNN-88509;NPR-24324;NPR-24612;NPR-39283;NPR-472;NPR-47492;NPR-47864;NPR-48302;NPR-49038;NPR-708
Hanna Rosin,0,has-page,AMBIGUOUS,21,4,18,3,4,0,0,18,12,0,0,"HANNA ROSIN, BYLINE",BYLINE,no,"HANNA ROSIN, CO-FOUNDER, SLATE DOUBLEX",label:CNN-211100,"HANNA ROSIN, BYLINE",label:NPR-11093;NPR-12553;NPR-23585,5,5,2392,0.83,5,2009-02-13,2015-09-02,CNN-211100;NPR-1393;NPR-24083;NPR-4162;NPR-46170;NPR-8733
Mark Mazzetti,0,has-page,AMBIGUOUS,68,5,65,3,4,0,1,18,13,0,0,"MARK MAZZETTI, CNN NATIONAL SECURITY ANALYST",REPORTER,review,"MARK MAZZETTI, WASHINGTON INVESTIGATIVE CORRESPONDENT, THE NEW YORK TIMES",label:CNN-355888;CNN-356565;CNN-365234,"MARK MAZZETTI, CNN NATIONAL SECURITY ANALYST",label:CNN-345077;CNN-346185;CNN-346222,4,4,1650,0.06,16,2013-06-24,2017-12-30,CNN-100182;CNN-100323;CNN-204753;CNN-204944;CNN-204986;CNN-207732;CNN-239835;CNN-300006;CNN-301515;CNN-325164;CNN-329477;CNN-329490;CNN-329511;CNN-329530;CNN-331788;CNN-334056;CNN-345077;CNN-345751;CNN-346085;CNN-346185;CNN-346222;CNN-351793;CNN-351863;CNN-352776;CNN-353682
Will Shortz,0,has-page,AMBIGUOUS,11,1,8,3,1,0,0,18,3,0,0,"WILL SHORTZ, BYLINE",BYLINE,no,"WILL SHORTZ, ""NEW YORK TIMES""",label:CNN-102307,"WILL SHORTZ, BYLINE",label:NPR-24531,4,4,1182,0.71,4,2005-11-21,2009-02-15,CNN-102307;CNN-107236;NPR-12148;NPR-15503;NPR-16372;NPR-17313;NPR-18009
Buzz Bissinger,0,has-page,AMBIGUOUS,46,2,43,3,1,0,1,18,4,0,0,"BUZZ BISSINGER, COMMENTATOR, ""NEWSWEEK""",COMMENTATOR,no,"BUZZ BISSINGER, AUTHOR",label:CNN-176055;CNN-177809;CNN-182775,"Let's bring back our sports columnist, Buzz Bissinger, at the ""Daily Beast."" Welcome.",utterance[COSTELLO]:CNN-182779,3,3,566,0.12,10,2010-12-28,2012-07-16,CNN-146705;CNN-146743;CNN-148227;CNN-152962;CNN-160313;CNN-175898;CNN-175927;CNN-175934;CNN-176055;CNN-176149;CNN-177259;CNN-177809;CNN-182775;CNN-182779;CNN-185527;CNN-185560;CNN-187752;CNN-187937;CNN-199555;CNN-256829;CNN-92003;NPR-10494;NPR-1392;NPR-3209
David Corn,0,has-page,AMBIGUOUS,43,4,40,3,4,0,0,18,12,0,0,"DAVID CORN, GUEST HOST",HOST,no,"DAVID CORN, ""THE NATION""",label:CNN-12565;CNN-15879;CNN-23933,"DAVID CORN, GUEST HOST",label:CNN-9672;CNN-13444;CNN-15698,3,3,4486,0.15,16,2006-04-07,2018-07-19,CNN-10679;CNN-12565;CNN-128346;CNN-128358;CNN-142674;CNN-147713;CNN-148416;CNN-151756;CNN-155526;CNN-15879;CNN-18475;CNN-23933;CNN-281453;CNN-335084;CNN-335255;CNN-335388;CNN-7092;CNN-78401;CNN-78751;CNN-78853;CNN-83531;CNN-83568;CNN-85271;NPR-32027;NPR-45294
Shane Harris,0,has-page,AMBIGUOUS,61,1,58,3,1,0,0,18,3,0,0,"SHANE HARRIS, CNN NATIONAL SECURITY ANALYST",CORRESPONDENT,no,"SHANE HARRIS, WALL STREET JOURNAL",label:CNN-315560;CNN-316769;CNN-316783,"SHANE HARRIS, CNN NATIONAL SECURITY ANALYST",label:CNN-382230;CNN-385042;CNN-386280,3,3,1326,0.12,9,2014-08-31,2018-04-18,CNN-208512;CNN-315560;CNN-315590;CNN-315657;CNN-316769;CNN-316783;CNN-354874;CNN-354954;CNN-381507;CNN-381545;CNN-381548;CNN-381551;CNN-382230;CNN-383592;CNN-385042;CNN-386280;CNN-386282;CNN-387120;CNN-388360;CNN-393435;CNN-393437;CNN-395713;CNN-395744;NPR-15104;NPR-26337
James Poniewozik,0,has-page,AMBIGUOUS,33,6,30,3,0,1,5,18,6,0,0,"JAMES PONIEWOZIK, ""TIME"" CORRESPONDENT",CORRESPONDENT,review,"JAMES PONIEWOZIK, ""TIME"" MAGAZINE",label:CNN-3030;CNN-3495;CNN-11762,"JAMES PONIEWOZIK, ""TIME"" CORRESPONDENT",label:CNN-10309,3,3,5221,0.2,16,2005-05-24,2019-09-09,CNN-11762;CNN-12145;CNN-12367;CNN-142872;CNN-14632;CNN-170904;CNN-18677;CNN-209269;CNN-223707;CNN-24593;CNN-29376;CNN-3030;CNN-3041;CNN-33152;CNN-3495;CNN-378173;CNN-379834;CNN-51462;CNN-78935;CNN-82003;NPR-24771;NPR-30249;NPR-44245;NPR-46165;NPR-5576
John Myers,0,has-page,AMBIGUOUS,8,5,5,3,1,4,0,18,11,0,0,JOHN MYERS reporting,BYLINE,review,"JOHN MYERS, DIRECTOR, KENTUCKY BAR ASSOCIATION",label:CNN-223320;CNN-223695,"JOHN MYERS, BYLINE",label:NPR-28624,3,3,1012,0.64,9,2008-03-27,2011-01-03,CNN-223320;CNN-223695;CNN-358718;CNN-389522;CNN-55830;NPR-13490;NPR-14979;NPR-15107;NPR-17199;NPR-29738;NPR-30774;NPR-31146;NPR-34076;NPR-6082
Emily Bazelon,0,has-page,AMBIGUOUS,59,3,57,2,1,1,1,16,6,0,0,EMILY BAZELON reporting,REPORTING,review,EMILY BAZELON (Slate),label:NPR-15403;NPR-15709;NPR-16507,Slate legal analyst Emily Bazelon talks with Alex Chadwick about a new U.S.,summary:NPR-17463,15,15,4476,0.61,11,2005-05-03,2017-08-04,CNN-102475;CNN-156538;CNN-156540;CNN-156592;CNN-156644;CNN-203871;CNN-223177;CNN-230926;CNN-366902;CNN-373039;CNN-376504;CNN-383278;CNN-411992;NPR-14082;NPR-14628;NPR-15403;NPR-15531;NPR-15709;NPR-16406;NPR-16507;NPR-16752;NPR-16809;NPR-17046;NPR-17099;NPR-17114
Kenneth Turan,0,has-page,AMBIGUOUS,45,31,43,2,2,10,19,16,18,0,0,"KENNETH TURAN, BYLINE",BYLINE,review,"KENNETH TURAN, FILM CRITIC, ""LOS ANGELES TIMES""",label:CNN-138272;CNN-138296,"KENNETH TURAN, BYLINE",label:NPR-570;NPR-1674;NPR-5100,14,14,2121,0.94,4,2006-01-27,2011-11-18,CNN-106048;CNN-138272;CNN-138296;CNN-51387;NPR-23704;NPR-24288;NPR-24518;NPR-24744;NPR-24950;NPR-26434;NPR-26547;NPR-26981;NPR-27312;NPR-27446;NPR-27551;NPR-28150;NPR-28179;NPR-28480;NPR-28536;NPR-28802;NPR-28900;NPR-29000;NPR-29056;NPR-29102;NPR-29176
Mark Anthony Neal,0,has-page,AMBIGUOUS,35,6,33,2,1,1,4,16,9,0,0,MARK ANTHONY NEAL reporting,REPORTING,review,Professor MARK ANTHONY NEAL (Duke University),label:NPR-4774,"MARK ANTHONY NEAL (NPR Contributor; Author, ""New Black Man"")",label:NPR-46812,9,9,2854,0.92,4,2005-06-16,2013-04-09,CNN-303253;NPR-3050;NPR-45468;NPR-46812;NPR-46951;NPR-47623;NPR-4774;NPR-48176;NPR-4923;NPR-5151;NPR-7700;NPR-9008
Bob Moon,0,has-page,AMBIGUOUS,32,3,30,2,2,1,0,16,8,1,0,BOB MOON reporting,REPORTING,no,"BOB MOON (""Marketplace"")",label:NPR-6387,Marketplace's Bob Moon talks to Alex Chadwick about a federal appeals court ruling that throws out current SUV emissions standards and orders a tougher plan.,summary:NPR-1779,5,5,995,1.0,1,2005-12-06,2008-08-27,NPR-10678;NPR-1154;NPR-1223;NPR-14253;NPR-14857;NPR-16502;NPR-16800;NPR-1779;NPR-35;NPR-47722;NPR-6387;NPR-7752;NPR-7772;NPR-93
Adam Gopnik,0,has-page,AMBIGUOUS,20,1,18,2,1,0,0,16,3,0,0,"ADAM GOPNIK, CNN CULTURAL CRITIC",CNN,no,"Mr. ADAM GOPNIK (Staff Writer, New Yorker)",label:NPR-46217,"ADAM GOPNIK, CNN CULTURAL CRITIC",label:CNN-190082,4,4,870,0.57,6,2009-12-03,2012-04-21,CNN-190082;CNN-278857;CNN-53509;NPR-13639;NPR-31786;NPR-46217;NPR-720
Paul Collins,0,has-page,AMBIGUOUS,10,1,8,2,1,0,0,16,3,0,0,"PAUL COLLINS, CNN LEGAL ANALYST (via telephone)",CNN,no,Mr. PAUL COLLINS (Literary Historian),label:NPR-19300,"PAUL COLLINS, CNN LEGAL ANALYST (via telephone)",label:CNN-326244,3,3,1841,0.5,3,2005-12-24,2011-01-08,CNN-123182;CNN-326244;CNN-349167;NPR-18590;NPR-19300;NPR-49108
Robin Washington,0,has-page,AMBIGUOUS,21,24,20,1,0,2,22,14,8,0,0,ROBIN WASHINGTON reporting,REPORTING,review,"Mr. ROBIN WASHINGTON (Columnist, Chicago Tribune)",label:NPR-3964,ROBIN WASHINGTON reporting,label:NPR-4460;NPR-45243,15,15,407,0.94,2,2005-12-26,2007-02-06,CNN-52372;NPR-2392;NPR-2463;NPR-2550;NPR-3410;NPR-3964;NPR-4460;NPR-44773;NPR-4483;NPR-44954;NPR-44969;NPR-45158;NPR-45243;NPR-46221;NPR-4711;NPR-6263
Thomas Erdbrink,0,has-page,AMBIGUOUS,72,1,71,1,1,0,0,14,3,0,0,"Mr. THOMAS ERDBRINK (Correspondent, The Washington Post)",CORRESPONDENT,review,"THOMAS ERDBRINK, ""THE NEW YORK TIMES""",label:CNN-219484;CNN-253743;CNN-347013,Thomas Erdbrink spoke to us from Tehran.,"utterance[DAVID GREENE, HOST]:NPR-3876",13,13,2140,0.39,11,2012-10-03,2018-08-13,CNN-219484;CNN-253671;CNN-253743;CNN-254453;CNN-264974;CNN-266457;CNN-274008;CNN-274068;CNN-278310;CNN-304517;CNN-304537;CNN-304539;CNN-305003;CNN-312722;CNN-312725;CNN-329696;CNN-329975;CNN-339508;CNN-340665;CNN-346446;CNN-346997;CNN-347013;CNN-347060;NPR-13938;NPR-17524
Jeffrey Gettleman,0,has-page,AMBIGUOUS,57,1,56,1,1,0,0,14,3,0,0,"JEFFREY GETTLEMAN, ""NEW YORK TIMES"" CORRESPONDENT",BYLINE,no,"JEFFREY GETTLEMAN, ""NEW YORK TIMES"" CORRESPONDENT",label:CNN-84106;CNN-87176,"JEFFREY GETTLEMAN, BYLINE",label:NPR-16212,10,10,3163,0.46,8,2010-08-25,2019-04-23,CNN-211944;CNN-28625;CNN-308886;CNN-315409;CNN-323655;CNN-324257;CNN-324941;CNN-325919;CNN-325935;CNN-327038;CNN-368210;CNN-399188;CNN-84174;NPR-10793;NPR-1092;NPR-11220;NPR-1241;NPR-12846;NPR-14083;NPR-15032;NPR-27419;NPR-31064;NPR-32224;NPR-364
Wesley Lowery,0,has-page,AMBIGUOUS,42,29,41,1,29,0,0,14,12,0,0,"WESLEY LOWERY, CNN CONTRIBUTOR",REPORTER,no,"WESLEY LOWERY, NATIONAL REPORTER, THE WASHINGTON POST",label:CNN-319249;CNN-348592;CNN-353006,"WESLEY LOWERY, CNN CONTRIBUTOR",label:CNN-306930;CNN-307353;CNN-310150,4,4,1043,0.06,11,2014-08-14,2017-06-22,CNN-184230;CNN-236669;CNN-302719;CNN-306930;CNN-307353;CNN-307394;CNN-310150;CNN-311472;CNN-315164;CNN-318051;CNN-319249;CNN-319448;CNN-321437;CNN-321998;CNN-322065;CNN-322066;CNN-322151;CNN-322155;CNN-322212;CNN-322238;CNN-323674;CNN-328102;CNN-330369;CNN-332901;CNN-336452
John Dimsdale,0,has-page,AMBIGUOUS,24,3,23,1,2,1,0,14,8,1,0,JOHN DIMSDALE reporting,REPORTING,no,"JOHN DIMSDALE (""Marketplace"")",label:NPR-15967,Marketplace's John Dimsdale talks with Madeleine Brand.,summary:NPR-4386,4,4,1116,1.0,1,2005-08-22,2008-09-11,NPR-10462;NPR-10682;NPR-13702;NPR-15245;NPR-15675;NPR-15967;NPR-16;NPR-1741;NPR-4386;NPR-44415;NPR-45525;NPR-467;NPR-47245
Charles Lane,0,has-page,AMBIGUOUS,13,5,12,1,1,1,3,14,8,0,0,"CHARLES LANE, BYLINE",BYLINE,review,"CHARLES LANE, WASHINGTON POST",label:CNN-102415,"CHARLES LANE, BYLINE",label:NPR-12299;NPR-15777;NPR-17344,4,4,1899,0.67,4,2006-12-18,2012-02-29,CNN-102415;CNN-83321;NPR-12793;NPR-46486;NPR-485;NPR-8393
Graham Usher,0,has-page,AMBIGUOUS,7,5,2,5,0,1,4,14,6,0,0,Mr. GRAHAM USHER (Reporter),REPORTER,no,"According to Islamabad-based reporter Graham Usher, this could spell bad news for President Pervez Musharraf and also complicate things for the U.S.",summary:NPR-40662,Mr. GRAHAM USHER (Reporter),label:NPR-40662,4,4,610,1.0,2,2006-03-04,2007-11-04,NPR-17485;NPR-41119;NPR-41300;NPR-42748
Andrew Ross Sorkin,0,has-page,AMBIGUOUS,42,3,41,1,2,0,1,14,7,0,0,"ANDREW ROSS SORKIN, CNN CORRESPONDENT",REPORTER,review,"ANDREW ROSS SORKIN, ""THE NEW YORK TIMES""",label:CNN-111989;CNN-111991;CNN-111996,"ANDREW ROSS SORKIN, CNN CORRESPONDENT",label:CNN-114939;CNN-114940;CNN-115950,3,3,2331,0.21,9,2012-05-29,2018-10-16,CNN-111989;CNN-111991;CNN-111996;CNN-115951;CNN-144351;CNN-144369;CNN-145944;CNN-166429;CNN-209797;CNN-345696;CNN-349598;CNN-350199;CNN-359116;CNN-360639;CNN-379793;NPR-29984;NPR-3079;NPR-31569;NPR-33994
Diane Roberts,0,has-page,AMBIGUOUS,11,3,11,0,1,1,1,12,6,0,0,"DIANE ROBERTS, BYLINE",BYLINE,no,"Professor DIANE ROBERTS (Essayist, St. Petersburg Times; Literature and Creative Writing, Florida State University)",label:NPR-15186,"DIANE ROBERTS, BYLINE",label:NPR-23705,11,11,1876,1.0,1,2005-11-20,2011-01-09,NPR-13630;NPR-15186;NPR-15808;NPR-16146;NPR-16730;NPR-17309;NPR-17505;NPR-17732;NPR-17815;NPR-17922;NPR-18010;NPR-18166;NPR-18224;NPR-19163;NPR-48877
Steve Fainaru,0,has-page,AMBIGUOUS,24,1,24,0,1,0,0,12,3,0,1,"Mr. STEVE FAINARU (Correspondent, The Washington Post)",CORRESPONDENT,no,Mr. STEVE FAINARU (The Washington Post),label:NPR-43511;NPR-44119,Anthony Shadid and Steve Fainaru spoke with us from Kirkuk in northern Iraq.,"utterance[MELISSA BLOCK, host]:NPR-44119",5,5,4973,0.71,3,2005-06-10,2019-01-21,CNN-216087;CNN-222131;NPR-1024;NPR-26259;NPR-26948;NPR-43511;NPR-44119
Ishaan Tharoor,0,has-page,AMBIGUOUS,15,1,15,0,1,0,0,12,3,0,0,"ISHAAN THAROOR, FOREIGN AFFAIRS REPORTER, ""WASHINGTON POST""",REPORTER,no,"ISHAAN THAROOR, FOREIGN AFFAIRS WRITER, WASHINGTON POST",label:CNN-331299,"From Switzerland, Washington Post foreign affairs writer Ishaan Tharoor talks to Rachel Martin about what entrepreneurs, politicians, artists and thinkers are talking about this year.",summary:NPR-46919,4,4,284,0.8,2,2017-04-14,2018-01-23,CNN-331299;NPR-14602;NPR-15077;NPR-15178;NPR-46919
John Dankosky,0,has-page,AMBIGUOUS,6,7,6,0,4,2,1,12,17,1,0,"JOHN DANKOSKY, HOST",HOST,no,"Mr. JOHN DANKOSKY (News Director, WNPR)",label:NPR-3002,"JOHN DANKOSKY, HOST",label:NPR-979;NPR-980;NPR-984,3,3,1594,1.0,3,2006-09-08,2011-01-19,NPR-3002;NPR-42026;NPR-44808;NPR-47714
Arun Venugopal,0,has-page,AMBIGUOUS,4,4,4,0,2,0,2,12,8,0,0,"ARUN VENUGOPAL, BYLINE",BYLINE,no,"In the barbershop, contributors comment on the news making the rounds this week: Ron Christie, Arun Venugopal and Jolene Ivey, former representative of the Maryland House of Delegates, join the panel.",summary:NPR-20742,"ARUN VENUGOPAL, BYLINE",label:NPR-6111;NPR-11602;NPR-16875,3,3,2231,1.0,2,2010-05-03,2016-06-11,NPR-1213;NPR-21768;NPR-44972
Karen Brown,0,has-page,AMBIGUOUS,5,3,2,3,0,3,0,12,6,1,0,KAREN BROWN reporting,REPORTER,no,"KAREN BROWN (Reporter, WFCR)",label:NPR-5311,KAREN BROWN reporting,label:NPR-19123;NPR-42655,3,3,788,0.5,8,2006-12-09,2009-02-04,CNN-53574;CNN-53593;CNN-53658;CNN-57623;CNN-57685;NPR-18362;NPR-19123;NPR-41575;NPR-42655;NPR-8991
Roger Bennett,0,has-page,AMBIGUOUS,4,1,1,3,1,0,0,9,3,0,0,"ROGER BENNETT, BYLINE",BYLINE,no,"All right, that's Roger Bennett, one of the ""Men In Blazers"" and co-author of ""Encyclopedia Blazertannica.""","utterance[MICHEL MARTIN, HOST]:NPR-5256","ROGER BENNETT, BYLINE",label:NPR-5256;NPR-11813,4,4,671,1.0,1,2016-09-03,2018-07-06,NPR-20926;NPR-45943;NPR-46049;NPR-46057
Frank Browning,0,has-page,AMBIGUOUS,3,3,3,0,0,3,0,9,6,0,0,FRANK BROWNING reporting,REPORTING,no,"Sally McMillen, professor of history, Davidson College Clayborne Carson, professor of history, Stanford University Frank Browning, author of A Queer Geography: Journeys Toward a Sexual Self",summary:NPR-9751,FRANK BROWNING reporting,label:NPR-14189,3,3,2154,1.0,3,2007-03-01,2013-01-22,NPR-14189;NPR-41165;NPR-45528;NPR-9751
Heather King,0,has-page,AMBIGUOUS,3,7,2,1,0,2,5,8,8,0,0,HEATHER KING reporting,REPORTING,review,"HEATHER KING, MUNOZ FAMILY ATTORNEY",label:CNN-223647;CNN-223657;CNN-223661,HEATHER KING reporting,label:NPR-42477,4,4,636,0.44,4,2005-07-13,2007-04-10,CNN-223647;CNN-223657;CNN-223661;CNN-223673;CNN-223774;NPR-41249;NPR-41586;NPR-42477;NPR-43993
Donny Osmond,0,has-page,AMBIGUOUS,4,0,0,4,0,0,0,8,0,0,0,"DONNY OSMOND, CO-HOST:  DONNY & MARIE",HOST,no,"DONNY OSMOND, SINGER",label:CNN-148515;CNN-148869;CNN-166481,,,3,3,1830,0.0,10,2006-05-16,2011-05-20,CNN-1;CNN-106023;CNN-106091;CNN-121361;CNN-121388;CNN-121412;CNN-148515;CNN-148869;CNN-149405;CNN-166481;CNN-166856;CNN-171457;CNN-177948;CNN-184597;CNN-188126;CNN-188275;CNN-29439;CNN-62885;CNN-9086;CNN-96122
Julie Zickefoose,0,has-page,AMBIGUOUS,3,14,1,2,0,1,13,7,6,0,0,Ms. JULIE ZICKEFOOSE reporting,REPORTING,review,Julie Zickefoose is an artist and writer.,"utterance[MELISSA BLOCK, host]:NPR-41676",Ms. JULIE ZICKEFOOSE reporting,label:NPR-42645,6,6,889,1.0,1,2006-02-13,2008-07-21,NPR-41676;NPR-41831;NPR-42550;NPR-42645;NPR-42845;NPR-42855;NPR-5739
Aaron Freeman,0,has-page,AMBIGUOUS,0,16,0,0,0,1,15,0,6,0,0,AARON FREEMAN reporting,REPORTING,review,,,AARON FREEMAN reporting,label:NPR-42896;NPR-43455,3,3,441,1.0,1,2005-08-23,2006-11-07,NPR-41684;NPR-41876;NPR-41892;NPR-42896;NPR-43034;NPR-43455;NPR-43789;NPR-44315
Eric Deggans,1,long-tail,KEEP-EXCLUDED,27,62,6,21,53,1,8,20,18,1,0,"ERIC DEGGANS, BYLINE",BYLINE,review,"Susan Chira, New York Times senior correspondent and editor on gender issues; NPR's TV critic, Eric Deggans, and NPR editor, Ammad Omar discuss the headlines of the week.",summary:NPR-17827,"ERIC DEGGANS, BYLINE",label:NPR-903;NPR-1182;NPR-1321,19,19,2770,0.44,11,2005-08-04,2013-03-05,CNN-105482;CNN-115194;CNN-118838;CNN-121980;CNN-124886;CNN-133038;CNN-139847;CNN-143128;CNN-156102;CNN-158319;CNN-176280;CNN-183303;CNN-183757;CNN-184236;CNN-196509;CNN-209798;CNN-210626;CNN-218402;CNN-221882;CNN-230099;CNN-245348;CNN-256021;CNN-264128;CNN-271756;CNN-271798
Curt Nickisch,1,long-tail,KEEP-EXCLUDED,4,18,4,0,9,9,0,12,20,0,0,"CURT NICKISCH, BYLINE",BYLINE,review,"We're going to stick with Curt Nickisch, a reporter at member station WBUR in Boston.","utterance[CELESTE HEADLEE, HOST]:NPR-8977","CURT NICKISCH, BYLINE",label:NPR-8977;NPR-23811;NPR-23889,4,4,702,1.0,5,2006-11-30,2008-11-01,NPR-15856;NPR-16364;NPR-17311;NPR-34723;NPR-34829;NPR-38414;NPR-40649;NPR-46574;NPR-48309;NPR-48323
Farajii Muhammad,1,long-tail,KEEP-EXCLUDED,5,5,2,3,5,0,0,12,12,0,0,"FARAJII MUHAMMAD, BYLINE",BYLINE,no,"To talk about the recent round of sexual harassment allegations, NPR's Michel Martin is joined by Steven Petrow, contributor to the Washington Post; Farajii Muhammad, host of For The Culture on member station WEAA in Baltimore; and Jack Marshall president of ProEthics, an ethical training and consulting firm.",summary:NPR-14760,"FARAJII MUHAMMAD, BYLINE",label:NPR-14760;NPR-19967;NPR-22318,3,3,189,0.75,2,2016-08-20,2017-02-25,CNN-254106;NPR-19287;NPR-20048;NPR-21102
Nancy Solomon,1,long-tail,KEEP-EXCLUDED,5,18,1,4,10,5,3,11,23,0,0,NANCY SOLOMON reporting,BYLINE,review,Nancy Solomon reports about the many people who are hurt by the company's fall from grace.,"utterance[MICHELE NORRIS, host]:NPR-43157","NANCY SOLOMON, BYLINE",label:NPR-30490;NPR-30565;NPR-32252,9,9,782,1.0,5,2006-04-05,2008-05-26,NPR-1073;NPR-16995;NPR-17737;NPR-19515;NPR-35026;NPR-35738;NPR-36335;NPR-37040;NPR-37602;NPR-37804;NPR-38167;NPR-39007;NPR-39809;NPR-39901;NPR-40443;NPR-41152;NPR-41237;NPR-42126;NPR-42182;NPR-42791;NPR-43157;NPR-43261;NPR-44092
Tovia Smith,1,long-tail,KEEP-EXCLUDED,4,39,1,3,38,1,0,9,14,0,0,"TOVIA SMITH, BYLINE",BYLINE,no,"To see how educators are teaching ""grit,"" Tovia Smith visits a public school in Brooklyn that's trying to change attitudes about failure and frustration.",summary:NPR-27702,"TOVIA SMITH, BYLINE",label:NPR-1187;NPR-2680;NPR-2901,16,16,1826,1.0,4,2006-06-22,2011-06-22,NPR-13562;NPR-1639;NPR-17132;NPR-29325;NPR-29793;NPR-29928;NPR-30014;NPR-32873;NPR-33467;NPR-33862;NPR-34469;NPR-35472;NPR-35479;NPR-36613;NPR-37164;NPR-37316;NPR-38789;NPR-39539;NPR-40320;NPR-41711;NPR-42240;NPR-42817;NPR-46091;NPR-7581;NPR-7668
Sheera Frenkel,1,long-tail,KEEP-EXCLUDED,5,22,0,5,2,11,9,8,18,0,0,"SHEERA FRENKEL, BYLINE",BYLINE,review,Audie Cornish talks to Sheera Frenkel.,summary:NPR-5258,"SHEERA FRENKEL, BYLINE",label:NPR-5258;NPR-12518;NPR-25364,11,11,713,1.0,4,2009-10-12,2011-09-25,NPR-13947;NPR-13979;NPR-14375;NPR-30877;NPR-31555;NPR-31560;NPR-31672;NPR-32417;NPR-33532;NPR-35179;NPR-35356;NPR-35999;NPR-48537
Teri Schultz,1,long-tail,KEEP-EXCLUDED,7,28,0,7,1,18,9,8,15,0,0,"TERI SCHULTZ, BYLINE",BYLINE,review,Scott Simon speaks with journalist Teri Schultz about the European Union's planned vote on Brexit.,summary:NPR-9962,"TERI SCHULTZ, BYLINE",label:NPR-1118;NPR-5017;NPR-6254,5,5,2545,1.0,2,2009-01-11,2015-12-31,NPR-23196;NPR-23543;NPR-29139;NPR-29804;NPR-30399;NPR-31649;NPR-31810;NPR-32095;NPR-32106;NPR-32689;NPR-32744;NPR-33833;NPR-36881;NPR-37848
Cheryl Corley,1,long-tail,KEEP-EXCLUDED,3,42,1,2,39,3,0,7,18,0,0,"CHERYL CORLEY, BYLINE",BYLINE,review,"Cheryl Corley reports on the mayor's plan for returnees, and how they're faring in a city still largely without potable water or electricity.",summary:NPR-15517,"CHERYL CORLEY, BYLINE",label:NPR-181;NPR-281;NPR-532,33,32,1843,1.0,6,2006-01-18,2011-02-04,NPR-13301;NPR-14981;NPR-15363;NPR-15517;NPR-15591;NPR-15615;NPR-16169;NPR-17326;NPR-17425;NPR-18980;NPR-29980;NPR-30231;NPR-30678;NPR-31221;NPR-31386;NPR-31513;NPR-31718;NPR-31882;NPR-32527;NPR-32836;NPR-33160;NPR-33746;NPR-33830;NPR-34112;NPR-34639
Cory Turner,1,long-tail,KEEP-EXCLUDED,3,26,1,2,20,0,6,7,16,0,0,"CORY TURNER, BYLINE",BYLINE,review,"I have to ask, Cory Turner, because, of course, there are divided opinions about college...","utterance[STEVE INSKEEP, HOST]:NPR-8757","CORY TURNER, BYLINE",label:NPR-8506;NPR-8757;NPR-8944,3,3,279,1.0,2,2006-09-15,2007-06-21,NPR-1533;NPR-3428;NPR-34820;NPR-35144;NPR-3916;NPR-737
